"","filename","error","sentiment","id_of_tweet","cleaned_text.x","batch","created_at","total_interactions_count"
"152","12718.rds","content_filter",NA,12718,"We're seeing the combination of genocidal acts with special intent. This is indeed a textbook case of genocide. Israeli historian and genocide scholar Raz Segal says Israeli leaders' dehumanizing language about Palestinians in Gaza is cause for alarm.",1,16,1341
"153","12768.rds","","-1",12768,"We created a reading list that offers a brief primer on the radical Black feminist political mandate which is solidarity with Palestine. ",1,16,9194
"154","12796.rds","","-1",12796,"NEW Several Labour councillors Ive spoken to today are considering resigning from the party over the messages from the leadership that stopped them attending Palestine demonstrations this weekend Some of the potential resignations could see Labour lose control of councils",1,16,6907
"155","12797.rds","","1",12797,"This is Mosab Hassan Yousef. His dad was a founder of Hamas. He was part of Hamas. He spent years in an Israeli prison. In this interview he spills the beans about the real situation on the ground in Gaza. Israel Palestine PalestineGenocide hamas",1,16,4387
"156","12799.rds","","-1",12799,"UP Police constable Suhail Ansari suspended for seeking donations for Palestine amid Israel's war against Hamas terrorism.",1,16,6820
"157","12809.rds","","-1",12809,"Indian journalists onground are pretending to cover War in West Asia by just reporting from Israel side. Israel Palestine are 2 sides to this war. How can you claim to cover the war without reporting from Gaza? This is not journalism but shameful propaganda for the aggressor",1,16,6011
"158","12849.rds","content_filter",NA,12849,"Itll ALWAYS be Free Palestine for me You simply cant remain neutral in this neutrality supports the side of the oppressor. There is a genocide happening on live news and the world is watching on not choosing sides here is silently contributing to this ethnic cleansing",1,16,3577
"159","12851.rds","","0",12851,"I do not trust the MSM to tell the truth on Brexit Immigration Climate Election fraud Covid Lockdowns Experimental Injections Ukraine IsraelPalestine The latest thing",1,16,3428
"160","12866.rds","content_filter",NA,12866,"From the river to the sea Palestine will be free! ZionistTerror",1,16,2156
"161","12886.rds","","-1",12886,"Danes marched in Copenhagenon Saturday to call for a free Palestine.",1,16,2219
"162","1290.rds","","0",1290,"There is a bizarre analytical tendency to forget that the IsraeliPalestinian conflict is decades old and rooted in real grievances. Or maybe not bizarre it serves a political purpose to ignore that and blame everything on geopolitics Iran wants to sabotage normalization.",1,7,2536
"163","12913.rds","content_filter",NA,12913,"WATCH Today our children are writing their names on their palms in order to be recognized once the bombs hit their homes. Our men are digging mass graves to bury the identified and the unidentified  PALESTINE DIPLOMAT AND LEGAL ADVISER TO THE UNWater4Gaza",1,16,990
"164","1292.rds","","0",1292,"Old video shared byon Israel Palestine conflict.",1,7,1600
"165","12939.rds","","-1",12939,"ISRAEL LIES AGAIN The Israeli occupation said it would allow some aid to enter Gaza. Then it broke its word and bombed the EgyptGaza Rafah border crossing once again. This time they bombed the Egypt side of the border but what will Egypt do about it? Nothing. Palestine",1,16,809
"166","12968.rds","","-1",12968,"A security man expels the famous British content creator Lord Alim from the AO Arena in Manchester while he was watching a boxing fight because he was wearing a Tshirt that read  Palestine is free.",1,16,1072
"167","12994.rds","","-1",12994,"is LYING AGAIN This video is an hour before the strike took place. You can clearly see it reading 1859 local time strike took place around 1950",1,17,143224
"168","13030.rds","","1",13030,"Israel gave a warning to that hospital that it would be bombed. They have given warnings to multiple hospitals including Al Shifa Shuhada Al Aqsa the Quwaiti Hospital. They have been so clear about their intention to bomb hospitals. 13",1,17,64320
"169","13033.rds","","-1",13033,"I am outraged and deeply saddened by the explosion at the Al Ahli Arab hospital in Gaza and the terrible loss of life that resulted. Immediately upon hearing this news I spoke with King Abdullah II of Jordan and Prime Minister Netanyahu of Israel and have directed my national",1,17,99462
"170","13036.rds","","0",13036,"An Al Jazeera broadcast documented the moment that the Islamic Jihad launched a rocket which misfired and hit a hospital in Gaza killing hundreds.",1,17,59863
"171","13147.rds","","-1",13147,"All these politicians acting shocked cus Israel blew up a hospital Notice they say shocked but won't condemn Israel or cut aid. And stop acting like this is the 1st time. Israel hit 15 clinics this week. Where's your shock at 3000 Palestinians killed mostly women  kids??",1,17,14445
"172","13150.rds","","-1",13150,"Israel bombed the US embassy in Egypt and blamed in on the Muslim brotherhood so Im sure they wouldnt lie about bombing a Hospital Look up the Lavon affair if you think Im lying",1,17,21112
"173","13204.rds","","-1",13204,"According to Al Jazeera reporter Wael Dahdouh Israel apparently used a kind of bomb which was able to release thousands of fragments in the bombing of the Baptist Hospital. A less heavy bomb which causes fire and massive number of deaths. Gaza",1,17,7697
"174","13227.rds","","-1",13227,"Yesterday Palestinians knew Israel will bomb hospital because of this criminalheadline. Israel just bombed a major hospital in the Gaza City. The question is to what extent does Israel coordinate with the likes of theto prepare the world for crimes to come?!",1,17,7897
"175","13235.rds","","-1",13235,"As Israel kills over 1000 Palestinian kids in Gaza the Prime Minister of Israel brands them children of darkness.",1,17,9726
"176","13253.rds","","0",13253,"Our country has been through a lot. But make no mistake. We are more united than ever .",1,17,22606
"177","13278.rds","","-1",13278,"Israel has forfeited any right to exist.",1,17,11131
"178","13282.rds","","-1",13282,"Just by visiting Israel after this soul crushing atrocity Mr Biden is complicit in war crimes through extending support to those who commit them on the ground  according to the ICC's Rome Charter",1,17,9131
"179","1329.rds","","1",1329,"So let me get this straight first this regime gives Iran 6 billion which is being used to start the attack on Israel and now they are defending Israel during the attack? Talk about playing both sides of this conflict. Soon we will be sending 100 billion dollars into it.",1,7,495
"180","13315.rds","","0",13315,"BREAKING Jordan's King says what happened at AlAhli Baptist Hospital is a 'massacre' and 'war crime' with the conflict entering a dangerous phase that could drag the region into a 'catastrophe'.",1,17,12400
"181","13325.rds","","-1",13325,"Israel is lucky they have America underwriting all their murder because Americans have the most baby brained conception of this conflict its possible to have. Tricking them into thinking Israel is the victim is like tricking a dog into thinking youve thrown the stick",1,17,10858
"182","13344.rds","content_filter",NA,13344,".isral just bombed a hospital and massacred hundreds of children and women will you still call it a 'conflict'? you've made your entire career by being a victim grow a spine and call out this genocide.",1,17,2406
"183","13354.rds","","0",13354,"They want conflict to break out! They're due to lose this election and they know it. It's all about staying in power with these narcissists no matter what the cost!",1,17,941
"184","13360.rds","","0",13360,"Not one penny for the IsraelPalestine conflict until our southern border is closed. Who agrees?",1,17,1220
"185","13383.rds","","1",13383,"ICYMI These demonstrations are not inspired by love of Palestinians but rather a hatred of the Jewish people. Jacob ReesMogg comments on the IsraelHamas conflict and protests subsequently taking place in the UK.",1,17,1183
"186","13389.rds","","-1",13389,"Sir Keir Starmer and his team have misjudged the public mood on the IsraelGaza conflict The Labour Party has chosen to treat Palestinian people with contempt while defending Israels bombardment of Gaza Labour used to proudly champion human rights. Not anymore",1,17,626
"187","13394.rds","","0",13394,"For many nonJews the relationship between Israel and Judaism remains one of the most nebulous issues that is subject to much controversy ideological inflation and outright conflict. Thus I will outline what I learned on the issue from my decadelong life among Israelis and",1,17,957
